Age,Gender,Married,Salary,Annual Spend
30.2,Female,Single,27371.15,1831.8
31.9,Female,Single,26814.96,2114.81
22.4,Male,Single,28648.71,100
52.1,Male,Married,61118.97,3707.87
63.6,Male,Married,57425.08,2771.37
26.7,Female,Single,22502.02,2623.97
37.5,Female,Single,28008.78,1281.78
24.2,Male,Single,34220.41,133.89
58.4,Male,Married,52335.52,3560.39
18,Male,Single,35506.3,340.67
45.2,Male,Married,50373.49,3317.86
61.9,Male,Married,58345.04,2751.18
62.1,Female,Married,37129.07,3633.97
47.9,Female,Married,35368.21,2341.79
61.7,Male,Married,50981.71,3725.68
30.4,Female,Single,26495.75,2373.84
53.2,Female,Married,39887.32,3143.72
46.8,Female,Married,36229.21,1577.49
55.7,Male,Married,46131.91,3120.08
20.5,Male,Single,35026.55,108.05
31.3,Male,Single,30092.07,100
37.7,Female,Married,35358.12,2730.4
58.5,Female,Married,37707.95,3319.22
23.5,Female,Single,23383.64,2792.97
21,Male,Single,25231.82,1330.49
50.4,Male,Married,48440.79,3585.34
58,Female,Married,36991.17,2469.4
56.3,Male,Married,54635.66,3180.21
59.8,Male,Married,51157.01,3825.63
21.5,Male,Single,26076.36,241.27
49.6,Female,Married,34880.34,2137.18
59.1,Male,Married,53629.55,2849.35
22.9,Male,Single,27960.89,1449.61
24.3,Male,Single,27664.68,1488.8
29.7,Female,Single,21519.13,2242.54
24.1,Male,Single,32526.47,900.53
54.2,Male,Married,54521.04,3702.43
31.4,Female,Single,19796.86,2336.96
51.7,Female,Married,42786.23,2299.99
41.3,Female,Married,37950.95,2770.12
62.6,Male,Married,57391.56,3457.54
29.2,Male,Single,30859.27,100
56,Male,Married,55305.03,2465.44
24.2,Male,Single,28087.59,661.88
27.1,Male,Single,26041.24,191.56
21.8,Male,Single,26370.68,772.63
24.5,Male,Single,30664.89,1089.56
63.7,Male,Married,59778.21,3430.78
27.3,Male,Single,26051.26,464.5
25.6,Female,Single,27248.59,1650.33
27.2,Male,Single,30596.26,100
62.4,Male,Married,55852.7,2895.81
50.4,Male,Married,59896,3772.61
25,Male,Single,26978.64,365.6
69.6,Male,Married,59859.81,3777.78
22.7,Male,Single,32112.45,955.49
46.2,Male,Married,59472.98,2855.87
55.3,Female,Married,35276.34,2786.84
28.8,Male,Single,28143.98,731.67
56.2,Female,Married,37131.56,3167.79
66.1,Male,Married,51751.7,3109.4
26.9,Female,Single,23259.04,1568.33
54.1,Female,Married,32059.93,3185.01
29.4,Female,Single,26406.9,1397.12
40.6,Female,Married,38132.07,3367.88
47.1,Female,Married,43337.71,3305.89
27,Female,Single,25377.73,1980.34
55,Female,Married,33593.85,2976.85
39.8,Female,Married,37919.17,3334.62
49.4,Male,Married,61625.76,3708.87
18,Male,Single,25061.91,100
25,Male,Single,33034.17,888.34
56.5,Male,Married,59133.61,4475.01
23,Male,Single,28538.7,559.92
37.2,Female,Single,27881.87,1840.07
57.7,Male,Married,58573.38,3054.54
22,Male,Single,27506.89,874.51
24.6,Female,Single,28276.74,3323.79
59.9,Female,Married,39639.95,2354.92
41.3,Female,Married,38953.11,2767.91
47.6,Female,Married,44263.47,3476.68
31.3,Male,Single,33343.48,963.76
32.5,Female,Single,24217.81,774.57
63,Male,Married,62351.05,3147.05
19.8,Male,Single,31194.74,691.61
65.4,Female,Married,51203.55,2532.4
28.6,Female,Single,24571.18,3032.27
30.1,Female,Single,22734.47,2515.74
71.1,Male,Married,52756.93,3101.41
50.9,Female,Married,39975.01,2697.97
37.3,Female,Single,21439.9,3684.11
68.8,Male,Married,49870.38,3302.46
26.8,Female,Single,19230.36,2203.07
49.1,Female,Married,36585.23,2980.46
47.3,Female,Married,42571.23,2344.24
49.2,Male,Married,54809.07,3523.58
65,Male,Married,51217.41,2442.24
21.4,Male,Single,33160.31,347.68
28,Male,Single,27477.28,286.44
20,Female,Single,27194.58,965.42
27.9,Male,Single,29738.2,100
21.3,Male,Single,30234.54,454.58
36.7,Female,Married,28916.65,3042.7
27.4,Female,Single,17020.37,2371.05
28.7,Female,Single,26411.45,1948.4
27.6,Male,Single,29535.56,435.01
32.5,Female,Single,17941.79,2455.98
23.5,Female,Single,25311.71,1439.27
57.3,Female,Married,43518.59,2909.94
26.2,Female,Single,25999.13,1354.06
22.8,Male,Single,26570.62,229.94
42,Male,Married,53996.69,2984.1
51,Male,Married,53943.31,3683.96
65.8,Male,Married,51198.14,2565.22
25.4,Male,Single,28340.43,171.44
51.3,Female,Married,47538.23,3246.99
29.8,Female,Single,23016.23,1722.24
61,Male,Married,58642.82,3219.9
28.3,Female,Single,25264.7,1834.9
25.1,Female,Single,26496.42,1678.2
60.9,Male,Married,47889.4,3779.97
45,Female,Married,35822.27,1924.83
23.2,Male,Single,31894.16,1534.22
56.1,Male,Married,44268.16,3303.25
49.7,Male,Married,46476.25,2215.09
62.7,Male,Married,55257.86,3124.04
21.9,Female,Single,23357.91,2228.54
51.6,Male,Married,46423.37,3568.71
36.3,Female,Single,18643.6,1671.88
60,Male,Married,55553.79,3217.83
54.3,Male,Married,63585.43,3224.15
57.3,Male,Married,55383.26,3084.23
53.5,Male,Married,64821.57,2231.82
59.8,Male,Married,56140.53,3254.18
49.5,Male,Married,45442.7,2989.93
46.9,Female,Married,43281.96,2889.12
54.4,Male,Married,54666.54,2904.37
22.3,Male,Single,30540.19,1298.25
22.5,Male,Single,34004.21,529.97
18,Male,Single,29469.7,437.91
21.4,Male,Single,32173.59,100
20.9,Female,Single,25221.47,2029.36
62.2,Male,Married,56563.6,3807.05
62.7,Female,Married,40840.09,2363.58
46.6,Female,Married,25820.41,4096.92
26.4,Female,Single,25410.02,2331.19
45.4,Female,Married,37946.68,1812.8
58.4,Male,Married,59251.59,2838.76
46.5,Female,Married,34875.78,3281.45
63.9,Male,Married,50747.04,2979.38
41.3,Female,Married,40202,3332.93
25.2,Female,Single,32806.58,2541.55
26.4,Male,Single,33186.23,100
62.7,Male,Married,64671.43,3614.62
61,Male,Married,59549.06,3114.07
51.2,Female,Married,36622.79,3681.77
51.6,Male,Married,59796.57,3670.38
36.1,Female,Single,22392.32,2445.98
32.2,Female,Single,21783.02,1449.02
31.4,Male,Single,35325.29,607.25
24.2,Male,Single,30399.54,1027.25
56.7,Male,Married,56969.33,3267.7
43.8,Female,Married,34459.81,3124.92
24.8,Female,Single,19484.43,1828.18
53.9,Female,Married,29186.64,2910.35
24.5,Male,Single,28877.72,100
49.5,Female,Married,38694.89,2698.56
26.7,Female,Single,26637.15,3028.27
18,Male,Single,34193.81,283.31
32.1,Female,Single,20300.96,1723.25
31,Female,Single,29214.07,1411.16
64.2,Male,Married,57742.07,3324.06
30.5,Female,Single,26477.43,3463.49
30.5,Female,Single,24907.43,2072.19
58,Male,Married,55023.75,2330.62
28.2,Female,Single,23653.63,1180.31
27.3,Male,Single,26837.32,100
70.7,Male,Married,60075.38,3282.9
61.8,Female,Married,38802.72,2853.72
61.2,Male,Married,48178.61,3166.4
49.8,Female,Married,37378.57,2438.32
23.7,Male,Single,32814.12,641.76
22.5,Male,Single,26807.85,102.67
21.1,Male,Single,35858.48,357.44
27.3,Female,Married,47654.45,2353.02
23.7,Male,Single,35489.78,796.17
48,Female,Married,44710.35,3531.21
49.8,Female,Married,38896.27,3561.67
28.6,Female,Single,21319.76,1704.79
20.2,Male,Single,25791.6,100
28,Female,Single,24035.33,1665.93
58.7,Male,Married,58747.6,3493.19
59,Male,Married,61985.89,3213.67
64.8,Male,Married,61405.08,3577.99
30.2,Female,Single,20878.99,2688.88
38.6,Female,Married,36379.5,3651.2
31.7,Male,Single,28191.62,664.33
24.1,Male,Single,31554.87,486.36
60.2,Male,Married,57562.31,3498.39
27,Male,Single,30445.29,100
22.9,Male,Single,31893.32,100
30,Female,Single,25037.96,2567.73
42.5,Female,Married,44092.66,2000.93
30.8,Female,Single,26632.53,1830.39
54.8,Female,Married,37367.9,2861.31
64.4,Female,Married,36043.27,2433.63
21.1,Male,Single,31375.43,100
66.4,Male,Married,58423.42,3478.59
63.3,Male,Married,62916.92,2903.28
43.3,Male,Married,53228.94,3572.32
29.9,Female,Single,24172.14,1762.86
67.5,Female,Married,40897.97,3312.2
51.3,Female,Married,39851.45,2395.27
51.6,Male,Married,61313.12,3335.93
24.2,Male,Single,29528.98,185.23
18.3,Male,Single,28136.24,1091.77
18,Male,Single,25237.09,1271.02
55.3,Female,Married,39245.99,2227.55
19,Male,Single,30953.92,209.05
62.6,Male,Married,53146.17,2919.3
49.7,Female,Married,32446.65,4007.2
28.3,Female,Married,33366.43,3075.31
56.6,Male,Married,59708.36,3968.75
38.3,Female,Single,23157.69,1692.78
72.3,Male,Married,56991.81,3276.41
30,Female,Single,22216.6,2421.23
35.9,Female,Single,24724.52,2283.05
33.6,Female,Single,20492.29,2088.38
18.7,Male,Single,31199.76,100
43.5,Male,Married,53381.93,3508.62
19.8,Female,Single,20275.59,1714.2
62.5,Male,Married,59324.13,3693.56
45.2,Female,Married,35102.73,2654.72
32.1,Female,Single,21224.43,2259.92
29,Female,Single,21922.86,1060.93
25.2,Female,Single,24800.86,839.38
39.9,Female,Married,30686.2,2927.09
54.8,Female,Married,38478.36,2784.18
32.8,Female,Single,20364.47,2798.7
57.1,Male,Married,52471.59,3769.34
31.2,Female,Single,26780.81,2433.76
31.9,Female,Single,25595.16,1708.53
53.2,Male,Married,61696.86,3861.87
42.8,Female,Married,42340.49,2428.56
42.3,Female,Married,35064.39,2782.2
28.4,Female,Single,23295.83,2101.42
47.2,Female,Married,30410.91,2788.79
74.5,Male,Married,54635.65,3178.02
36.4,Female,Married,41513.13,2749.48
21.3,Male,Single,30081.95,586.89
24.1,Male,Single,27461.37,132.96
66.2,Male,Married,49116.58,3066.04
48.4,Male,Married,57292.55,3236.29
54.6,Female,Married,42692.98,2251.07
45.6,Female,Married,33727.68,3310.62
54.7,Male,Married,50963.62,3937.14
26.5,Female,Single,26696.35,2432.45
19.6,Male,Single,26400.06,100
36.3,Male,Married,65108.89,3193
56.3,Male,Married,52474.96,3649.86
54.4,Male,Married,63147.85,3044.16
45.7,Female,Married,40446.21,2800.24
27.7,Female,Single,24158.51,1787.37
63.5,Male,Married,52097.1,2941.58
33.7,Female,Single,24772.24,2064.65
62.8,Male,Married,48169.14,3451.12
23.7,Male,Single,28432.75,482.16
27.4,Male,Single,28537.82,997.08
69.1,Male,Married,64308.86,3480.43
69.4,Male,Married,62268.44,3172.05
35.7,Female,Single,28922.65,1595.86
55.8,Female,Married,38514.05,2860.64
56.6,Female,Married,47820.87,1954.86
25.1,Male,Single,33113.87,1064.12
29.4,Male,Single,32450.44,1290.67
18.9,Male,Single,28813.92,100
35.8,Female,Married,29738.13,3901.56
52.9,Male,Married,59843.56,3110.72
53.8,Female,Married,26105.03,2899.69
29.9,Male,Single,31165.4,100
24.5,Male,Single,29268.38,100
28.1,Female,Single,24168.67,2294.38
21.6,Male,Single,29041.85,100
64.7,Male,Married,53386.05,2869.06
26.3,Female,Single,24714.13,1927.48
58.9,Female,Married,35894.09,1870.14
31.8,Female,Single,23240.25,1862.01
27.5,Male,Single,23906.23,187.89
31.2,Male,Single,29548.12,266.6
60.2,Female,Married,41340.84,2704.64
25.4,Male,Single,37179.89,100
45.4,Female,Married,35887.33,2792.3
46.4,Male,Married,55568.2,2928.74
64.1,Male,Married,51863.03,2957.82
23.2,Male,Single,30515.26,286.2
28.4,Female,Single,25397.27,1157.61
45.4,Female,Married,39618.09,3104.8
33.3,Female,Married,36154.42,3234.03
41.6,Female,Married,36192.99,2473.8
72.7,Male,Married,53730.7,2450.35
60.2,Male,Married,44459.34,2985.48
46.6,Female,Married,36536.72,3864.25
27.5,Male,Single,29505.28,100
20.1,Male,Single,30069.63,978.62
44.8,Female,Married,35910.98,2983.61
55.1,Male,Married,47853.6,3728.03
34.9,Female,Single,28913.17,1367.3
31.2,Female,Single,23710.29,2503.55
25.3,Female,Single,27739.26,1695.42
46.1,Female,Married,41434.78,3107.34
33.1,Female,Single,24374.43,3156.27
60.8,Male,Married,51208.84,3402.54
29,Female,Single,22980.46,1927.68
28.5,Male,Single,38073.43,158.4
,Male,Married,57586.82,2914.49
42.5,Female,Married,40020.67,4057.57
66.4,Male,Married,65103.36,2810.21
55.4,Male,Married,57862.85,3965.57
26.9,Male,Single,36675.01,773.09
54.8,Female,Married,45017.77,3159.24
26.8,Male,Single,27599.2,374.23
32.4,Female,Single,24695.85,3040.26
18.7,Male,Single,33962.8,682.95
33.7,Female,Single,21610.61,1893.79
62.9,Male,Married,61670.4,3718.15
62.6,Male,Married,60762.2,3406.16
25.1,Male,Single,30863.34,795.71
58.8,Male,Married,59092.5,3500.08
48.8,Female,Married,42706.66,2809.6
32,Female,Single,25623.22,2689
25.6,Male,Single,32826.77,560.11
52.2,Male,Married,63991,2719.41
32.9,Female,Single,18712.1,1666.02
29.2,Male,Single,27452.22,405.04
54.3,Male,Married,46873.28,2464.91
19.1,Male,Single,31037.08,709.12
20.1,Male,Single,28259.23,452.42
49.7,Male,Married,54970.17,2809.69
28.9,Male,Single,27869.34,442.2
26.1,Female,Single,23008.59,2693.67
49.1,Male,Married,54909.55,2922.1
29.3,Female,Single,24591.66,2722.78
54.7,Male,Married,56317.66,2228.69
51.4,Female,Married,35212.38,2641.96
22.7,Male,Single,28877.4,1104.55
31.2,Female,Single,22588.28,2141.09
37,Female,Married,33640.66,2247.34
31.9,Female,Single,24241.35,2761.81
32.7,Female,Single,26217.68,1815.88
24.9,Female,Single,26042.87,2617.25
36.9,Male,Married,51277.39,3796.27
20.6,Female,Single,19703.71,2114.37
52.7,Male,Married,54411.33,3378.87
61.4,Male,Married,66887.57,2982.54
34.5,Female,Single,24095.52,2608.12
51.3,Female,Married,40298.64,3265.58
25.7,Female,Single,26119.96,2169.37
38.3,Female,Married,43843.52,2951.62
51,Male,Married,57735.66,3395.87
46.5,Female,Married,37491.09,3375.2
60.1,Male,Married,55618.62,2433.85
59.2,Male,Married,53133.62,2961.46
70.3,Male,Married,64600.57,4043.77
33.6,Female,Single,26602.56,2105.41
64.9,Male,Married,54343.72,2862.5
25.7,Female,Single,25498.92,1517.25
43.8,Female,Married,34618.44,2360.06
48.9,Male,Married,65180.34,4090.06
25,Male,Single,31193.5,100
69.7,Male,Married,48044.95,2865.62
18,Male,Single,28277.4,2291.9
62.2,Female,Married,39655.95,2684.43
62.4,Male,Married,57412.86,2864.08
26.9,Male,Single,29423.45,256.86
49.7,Female,Married,37311,2887.1
45.8,Female,Married,45472.94,2738.57
28.4,Female,Single,29188.11,1676.14
27,Female,Single,23869.02,1172.33
54.9,Female,Married,32653.41,3366.98
42.2,Female,Married,30771.88,3657.77
23.1,Female,Single,23476.67,2794.35
64.1,Male,Married,60752.1,2338.53
28.8,Female,Single,21597.71,1389.8
71.6,Male,Married,51037.72,2138.17
43.5,Male,Married,61865.25,3100.11
68,Male,Married,59401.38,2864.71
58.7,Male,Married,56939.03,3021.06
21.7,Male,Single,29970.04,100
64,Female,Married,30502.39,2098.83
28.2,Male,Single,30958.15,1268.24
22.1,Male,Single,32154.56,100
26.2,Male,Single,28054.82,100
53,Female,Married,33410.12,2577.8
47.9,Female,Married,37404.18,2216.29
26.1,Female,Single,24157.68,2473.64
53.5,Male,Married,54669.2,3121.63
50.6,Female,Married,27169.43,2576.44
34.8,Female,Single,26250.02,2060.93
20.4,Male,Single,32965.34,505.83
26.7,Male,Single,29484.16,142.28
47.9,Female,Married,42603.82,2703.28
28.8,Male,Single,36693.12,429
48.8,Male,Married,53844.04,3625.04
57.4,Male,Married,65279.57,3217.29
28.4,Female,Single,26540.26,2322.92
66.1,Male,Married,55018.15,3356.7
58.5,Male,Married,62116.87,3758.2
20.4,Male,Single,29125.46,326.67
25.3,Male,Single,34273.13,100
53.7,Male,Married,58170.08,3450.21
44.5,Male,Married,53084.74,2797.28
41.8,Female,Married,32939.89,3136.08
51.7,Male,Married,62172.01,3561.38
28.7,Female,Single,26962.47,1236.59
56.7,Female,Married,28689.28,1954.37
25.4,Female,Single,26218.76,1661.52
31.2,Female,Single,24642.11,2386.19
38.5,Female,Married,34642.53,1702.33
24.6,Male,Single,26394.98,737.09
50.6,Male,Married,59384.54,3342.76
20.8,Male,Single,28821.52,147.14
27.7,Female,Single,24263.95,1904.12
53.8,Female,Married,38122.21,2574.15
23.9,Female,Single,26546.81,1647.01
30.4,Male,Single,23841.39,663.51
32.1,Male,Single,30344.77,100
52.3,Male,Married,54806.57,2592.7
70.6,Male,Married,56213.19,3595
33,Female,Married,40961.43,4007.44
51,Female,Married,44819.52,2056.4
60,Male,Married,52173.82,2971.57
56.8,Male,Married,61792.84,3227.43
50.4,Male,Married,61419.13,4080.32
56.4,Female,Married,44135.85,3118.88
62.9,Male,Married,66961,2201.98
32.3,Female,Single,27257.36,1828.81
30.7,Female,Single,25239.82,2813.37
55.1,Female,Married,37456.45,3452.79
58.8,Male,Married,49384.59,3163.61
23.7,Male,Single,25074.88,196.6
31.6,Male,Single,29823.99,100
20,Male,Single,32099.67,1006.58
45.5,Male,Married,49139.1,3313.72
50.7,Female,Married,29569.04,4193.73
55.4,Male,Married,55333.55,3313.87
36.1,Female,Single,23396.43,2068.53
63.9,Male,Married,52738.03,2865.49
49.5,Female,Married,38915.06,3313.26
64.3,Male,Married,57266.57,3253.8
30.4,Female,Single,23698.08,2008.93
54.8,Male,Married,50807.35,3062.59
55.6,Female,Married,39772.43,2101.27
56.3,Male,Married,58100.58,3316.55
30,Male,Single,28166.82,891.09
42.7,Female,Married,45667.75,3142.67
44.6,Female,Married,33759.19,4532.9
59,Male,Married,54829.51,3442.51
22,Female,Single,21374.43,1528.4
37.7,Female,Married,46675.59,3288.09
46.3,Female,Married,35254.95,3589.52
59.8,Male,Married,54973.03,3789.16
33.3,Male,Single,30750.68,242.35
60.6,Female,Married,40130.94,2242.33
64.7,Male,Married,61317.35,2952.44
67.1,Male,Married,53585.93,3143.19
57.4,Female,Married,37605.74,3169.94
21.4,Male,Single,28160.04,1008.52
18.7,Male,Single,36000.29,100
50.6,Female,Married,39994.03,2869.9
25.8,Male,Single,27473.03,816.79
22.8,Female,Single,21503.22,2779.95
31.2,Female,Single,21007.05,1794.99
39.2,Female,Married,36699.32,3167.03
65.1,Male,Married,56105.88,3918.42
23.8,Female,Single,25246.33,1893.37
27.8,Male,Single,26189.93,927.3
24.6,Female,Single,27394.85,2095.14
47.5,Female,Married,37139.86,2886.45
25.2,Male,Single,30916.45,1189.11
32.6,Female,Single,21248.96,1695.7
26,Female,Single,24309.31,1489.42
23.8,Male,Single,30693.4,776.86
30,Female,Single,27512.03,2063.49
29,Female,Single,14772.6,2272.27
63.6,Male,Married,51870.89,3281.81
30.1,Female,Single,27514.41,3214.99
21.8,Male,Single,30190.45,492.5
21.3,Male,Single,32427.09,235.1
25.8,Female,Single,20028.19,2299.24
21,Female,Single,28030.73,2566.72
39.1,Female,Married,35244.02,2723.88
65.9,Female,Married,33185.39,2752.21
76.3,Male,Married,63003.97,2750.91
53.7,Female,Married,36230.25,3050.13
58.9,Female,Married,46520.87,3914.5
44.9,Female,Married,34880.16,2608.23
43.6,Female,Married,38587.78,2906.19
25.2,Female,Single,18681.45,2743.39
58.7,Female,Married,33829.41,3105.28
60.6,Female,Married,44394.93,3766.23
20.8,Female,Single,22738.19,3105.23
28.5,Male,Single,29156.76,1355.81
52.8,Male,Married,57670.19,3573.98
50.9,Male,Married,54902.51,2895.32
21.1,Male,Single,29729.42,133.35
25.5,Female,Single,24942.6,2565.57
32.4,Male,Single,30758.74,100
27.3,Female,Single,26423.34,1712.57
71.2,Male,Married,56414.29,3406.59
23,Male,Single,33876.27,412.57
58.2,Male,Married,52382.46,2892.15
39.9,Male,Married,59726.25,3291.76
55.5,Female,Married,37537.03,3583.41
58.9,Female,Married,41353.13,3873.24
18,Male,Single,26737.05,844.97
47.4,Male,Married,52796.57,2705.22
48.7,Female,Married,43991.87,2509.26
28.9,Male,Single,22737.63,746.81
25.6,Male,Single,32511.25,916
58.2,Female,Married,36429.17,2809.25
47.6,Male,Married,52006.21,3813.76
52.9,Male,Married,64573.05,3294.14
35.5,Female,Single,22074.79,2412.46
54.6,Male,Married,46586.45,3275.04
68.6,Male,Married,59492.9,3183.43
23.6,Male,Single,27630.46,100
27.2,Female,Single,23451.47,3134.87
26.3,Male,Single,29061.17,100
60.3,Male,Married,45295.07,2974.38
27.7,Female,Single,23010.7,1681.95
21.1,Female,Single,24443.35,2167.28
25.7,Male,Single,32766.9,100
25.6,Male,Single,32694.12,224.81
19.9,Male,Single,35492.68,979.56
64.4,Male,Married,56694.54,3849.89
22.7,Female,Single,23476.1,2260.26
60.2,Male,Married,57856.27,3440.16
23.5,Male,Single,27544.61,721.11
28.2,Female,Single,21048.57,2306.84
50.6,Female,Married,41184.28,2930.44
32.3,Female,Married,38638.77,2990.49
31.4,Male,Single,29061.2,869.48
66.1,Male,Married,50903.25,2547.66
21.2,Male,Single,32460.05,607.3
28.1,Female,Single,20982.46,2003.24
55.5,Male,Married,52201.36,3254.09
31,Female,Single,18326.2,3910.02
42.7,Male,Married,59896.32,3426.27
45.9,Female,Married,34486.04,2817.85
31.8,Male,Single,28734.64,552.55
49.2,Male,Married,59293.53,3053.06
40.5,Female,Married,32365.68,2879.59
49.5,Male,Married,51653.87,3393.56
55.1,Male,Married,52164.72,3076.02
59.9,Male,Married,55868.47,3043.63
18,Male,Single,22135.45,230.48
38.1,Female,Married,28608.21,3563.67
44,Female,Married,42495.48,3526.27
35.2,Female,Married,42009.67,2838.21
21.7,Male,Single,27997.83,1051.18
26.7,Female,Single,19915.66,3201.2
30.9,Male,Single,28549.3,836.58
77,Male,Married,48789.86,3677.62
48.8,Female,Married,34969.11,3878.55
24.1,Male,Single,28742.49,245.87
23.3,Male,Single,23498.58,154.15
19,Male,Single,29956.56,100
37.2,Female,Married,37398.78,2045.16
29,Female,Single,24022.81,2032.63
36.2,Female,Married,40868.37,2310.32
39.6,Female,Married,37203.36,3155.54
81.5,Male,Married,54531.2,3867.09
50.2,Female,Married,38334.25,2541.43
27.6,Female,Single,19591.66,2311.42
21.3,Male,Single,25942.13,1032.03
23.1,Male,Single,28353.08,100
67.7,Male,Married,60130.93,3408.7
49.9,Female,Married,36171.21,2677.62
63.9,Male,Married,57891.05,2875.2
43.2,Female,Married,40343.12,2184.17
46.9,Female,Married,38285.27,1961.77
26.2,Female,Single,30013.98,1457.67
29.1,Female,Single,22330.36,1721.57
32.6,Female,Single,28014.5,2651
23.5,Male,Single,28566.04,494
65.8,Male,Married,63661.73,2728.2
49.8,Female,Married,33736.66,2057.49
50.4,Female,Married,33992.75,3031.52
43.9,Female,Married,36709.68,3065.78
66.7,Male,Married,50287.33,3068.53
27.3,Male,Single,31789.38,665.3
65.2,Male,Married,53471.5,3781.63
27.7,Female,Single,21928.89,623
25.5,Female,Single,21101.13,3324.9
35,Female,Single,26666.15,1700.16
19.3,Female,Single,24039.46,3108.11
36.5,Female,Single,23273.41,2754.08
31.4,Female,Single,19112.3,1336.12
20.9,Male,Single,30653.71,231.73
30,Female,Single,21954.67,1708.67
55.4,Male,Married,50065,2796.16
33.8,Female,Married,48315.88,2970.74
48.6,Male,Married,56344.78,3035.49
27,Female,Single,23296.52,3194.78
61.2,Male,Married,55447.81,2774.14
42.4,Female,Married,37789.86,2866.16
55.5,Male,Married,55722.34,3055.38
49.2,Male,Married,57589.12,3673.35
22.2,Female,Single,27168.82,1692.21
34,Female,Single,23309.24,1730.33
24.6,Female,Single,22952.78,1624.47
47,Female,Married,43816.4,3406.64
31.7,Female,Single,28886.21,3030.16
39.5,Female,Married,39787.36,2976.15
23.1,Male,Single,28145.19,686.52
28.9,Female,Single,23939.2,2379.91
32.1,Male,Single,29282.07,596.85
59.4,Female,Married,41966.5,3023.4
68.8,Male,Married,59526.6,3288.53
41.2,Female,Married,38548.91,3618.69
42.2,Female,Married,33355.26,3890.32
21.9,Male,Single,28838.73,728.89
27.3,Male,Single,32915.8,100
37.9,Female,Married,45568.2,2596.46
30.8,Female,Single,26045.6,2889.56
28.9,Female,Single,22159.5,2303.98
53.6,Male,Married,59631.76,3509.49
21,Male,Single,32911.3,334.27
27,Male,Single,28589.52,346.97
29.1,Male,Single,29966.71,100
48.4,Female,Married,33729.99,3582.14
26.7,Male,Single,32672.63,100
24,Male,Single,24520.35,350.6
25.6,Female,Single,31517.44,2605.32
58.1,Female,Married,45419.15,2765.8
49.1,Female,Married,37316.12,2744.67
27.4,Male,Single,27791.75,271.78
29.5,Male,Single,32625.1,100
30,Male,Single,29273.93,178.37
61.2,Female,Married,41550.61,3870.52
23.2,Male,Single,30927.72,1307.63
32,Female,Single,27852.74,1334.57
56.4,Male,Married,52395.41,2365.24
26.6,Female,Single,19676.94,2213.43
51.5,Female,Married,35125.3,2646.89
25,Female,Single,24927.42,1936.59
37.8,Female,Married,33769,3271.79
39.2,Female,Married,32355.46,2716.54
36.7,Female,Single,20005.55,1658.25
48.1,Female,Married,41286.11,2326.93
60.4,Male,Married,61550.18,4009.63
47.3,Female,Married,39427.43,3170.23
49,Female,Married,36311.82,2487.42
26.7,Male,Single,31480.2,474.26
70.1,Male,Married,61175.78,3439.57
61.5,Male,Married,52269.8,2760.56
28.2,Male,Single,31290.59,520.12
37.1,Female,Married,41612.7,2938.64
25.9,Female,Single,26626.11,2782.35
28.2,Female,Single,35306.86,1145.18
48.2,Female,Married,37682.43,2828.2
26.6,Female,Single,23804.78,1903.89
59,Female,Married,27544.07,2536.53
56.5,Female,Married,49131.34,3224.67
57.7,Female,Married,40165.07,3700.99
28.6,Female,Single,23527.55,2469.3
18.2,Male,Single,29054.23,314.65
63.9,Male,Married,53463.44,3271.99
58.8,Male,Married,53521.32,3263.04
18,Male,Single,28438.23,1004.47
52.9,Male,Married,57672.91,3354.34
22.3,Male,Single,27716.16,590.37
53.7,Female,Married,37749.13,2569.68
38.7,Female,Married,38314.17,2836.62
80,Male,Married,51332.39,3282.79
19.7,Male,Single,30295.27,100
60.5,Male,Married,56087.51,4066.85
26.1,Male,Single,32101.49,214.06
79.2,Male,Married,51591.31,2431.52
20,Male,Single,31280.84,668.32
52.7,Male,Married,57373.52,3441.95
49.3,Female,Married,33938.84,3185.6
28.5,Female,Single,22913.79,2074.69
45.3,Female,Married,39205.93,3046.81
26.4,Male,Single,32840.1,674.95
19.4,Male,Single,27377.86,318.38
44.7,Male,Married,50834.47,2848.19
29.8,Female,Single,27807.78,3281.8
66.1,Male,Married,67803.52,2342.18
31.4,Female,Single,23483.61,1853.53
49.3,Male,Married,60509.98,3620.67
20.8,Male,Single,29349.53,787.01
29.6,Female,Single,27245.08,2046.19
24.9,Male,Single,34948.02,100
25.2,Male,Single,33827.61,395.27
47.9,Female,Married,39600.7,2668.88
42.1,Female,Married,42324.01,2937.06
51.4,Female,Married,32839.71,3316.64
23.5,Female,Single,24225.54,2941.76
37.3,Male,Married,44446.78,3614.15
65.9,Male,Married,60153.19,2833.27
56.3,Male,Married,53044.48,3703.96
28.2,Female,Single,20119.39,1606.66
35,Male,Married,46399.56,3113.53
57.1,Female,Married,42485.7,2550.35
61.1,Male,Married,58829.69,3187.84
29,Female,Single,22187.11,1357.29
43,Female,Married,29230.39,2726.09
42.8,Female,Married,32659.23,2733.47
32.7,Male,Single,30397.05,100
60.2,Female,Married,33803.01,2898
28.6,Female,Single,20460.02,2627.44
36.8,Female,Married,35943.67,2891.22
30.4,Female,Single,27382.12,582.45
43.1,Female,Married,34006.56,2777.19
27.7,Female,Single,26713.53,1436.32
35.3,Female,Single,20605.77,2891.09
28.4,Male,Single,34858.1,1597.62
56.1,Male,Married,55661.7,3336.21
53.1,Female,Married,45050.78,3093.5
